* Measurement data measured by REW V5.31.3
* Source: Trace Arithmetic result A + B
* Format: Trace Arithmetic result A + B
* Dated: 13:08:36 14/06/2025
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: A plus B
* Smoothing: 1/12 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.885 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
1945.728638	102.0675	-36.6973
1959.828125	102.0455	-38.6379
1974.029907	102.0195	-40.4418
1988.334473	102.0005	-42.0696
2002.742798	102.0033	-43.6653
2017.255493	102.0321	-45.2597
2031.873291	102.0861	-46.9148
2046.597168	102.159	-48.8378
2061.427734	102.2296	-51.0477
2076.365479	102.2736	-53.488
2091.411865	102.2724	-56.1536
2106.566895	102.2121	-58.8261
2121.832031	102.0941	-61.2485
2137.207764	101.9408	-63.3315
2152.694824	101.7863	-64.97
2168.294189	101.6613	-66.2209
2184.006592	101.584	-67.3672
2199.832764	101.5535	-68.5447
2215.773682	101.555	-69.861
2231.830078	101.573	-71.2979
2248.002686	101.5975	-72.9165
2264.292725	101.6228	-74.6257
2280.700684	101.6448	-76.3383
2297.227539	101.6713	-78.1214
2313.874268	101.7037	-79.9461
2330.641602	101.7377	-81.7987
2347.530273	101.7752	-83.7779
2364.541504	101.8084	-85.8298
2381.676025	101.8374	-87.8885
2398.93457	101.8647	-90.0208
2416.318359	101.8941	-92.1964
2433.827881	101.9231	-94.4054
2451.464355	101.9504	-96.7563
2469.22876	101.9674	-99.2094
2487.121826	101.9704	-101.703
2505.144531	101.9548	-104.2797
2523.297852	101.919	-106.8468
2541.582764	101.866	-109.3466
2560	101.802	-111.7043
2578.550781	101.7382	-114.0005
2597.236084	101.6802	-116.2321
2616.056641	101.6282	-118.3994
2635.013672	101.5813	-120.5967
2654.108154	101.5406	-122.7877
2673.34082	101.5026	-124.9353
2692.713135	101.4715	-127.1215
2712.225586	101.4484	-129.3295
2731.879395	101.4304	-131.5481
2751.675781	101.4156	-133.864
2771.615479	101.3985	-136.232
2791.699707	101.3765	-138.5949
2811.929688	101.3535	-141.0059
2832.305908	101.3304	-143.4249
2852.830078	101.3074	-145.8223
2873.50293	101.2895	-148.2794
2894.325439	101.2722	-150.773
2915.298828	101.2571	-153.3121
2936.424316	101.2391	-155.8619
2957.702881	101.221	-158.4749
2979.135742	101.203	-161.0973
3000.723633	101.19	-163.6952
3022.468262	101.1877	-166.3695
