* Measurement data measured by REW V5.20.13
* Source: /projects/speakers/epique and morel/port and woofer nearfield diffraction.txt
* Format: Comma/Tab/Space delimited data
* Dated: Feb 21, 2023 8:24:58 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from /projects/speakers/epique and morel/port and woofer nearfield diffraction.txt Format: Comma/Tab/Space delimited data 957 values loaded, 20 Hz to 19,896 Hz log spaced
* Measurement: port and woofer nearfield
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
2264.292725	90.433	170.7442
2280.700684	90.306	170.8181
2297.227539	90.188	170.9879
2313.874268	90.076	171.2188
2330.641602	89.962	171.4987
2347.530273	89.844	171.8019
2364.541504	89.717	172.1013
2381.676025	89.571	172.3971
2398.934570	89.403	172.7127
2416.318359	89.215	173.0642
2433.827881	89.013	173.4253
2451.464355	88.799	173.7448
2469.228760	88.572	173.9789
2487.121826	88.327	174.1195
2505.144531	88.063	174.1818
2523.297852	87.781	174.1908
2541.582764	87.487	174.1858
2560.000000	87.189	174.1959
2578.550781	86.900	174.2242
2597.236084	86.627	174.2695
2616.056641	86.381	174.3260
2635.013672	86.163	174.3816
2654.108154	85.975	174.4459
2673.340820	85.814	174.5486
2692.713135	85.678	174.7104
2712.225586	85.564	174.9494
2731.879395	85.464	175.2961
2751.675781	85.372	175.7945
2771.615479	85.281	176.5014
2791.699707	85.193	177.4645
2811.929688	85.110	178.6978
2832.305908	85.038	-179.8350
2852.830078	84.983	-178.2009
2873.502930	84.946	-176.4882
2894.325439	84.922	-174.7975
2915.298828	84.904	-173.2091
2936.424316	84.881	-171.7671
2957.702881	84.847	-170.4875
2979.135742	84.798	-169.3665
3000.723633	84.731	-168.3920
3022.468262	84.644	-167.5365
3044.370117	84.537	-166.7406
3066.430908	84.415	-165.9342
3088.651611	84.288	-165.0643
3111.033203	84.166	-164.0979
3133.577148	84.060	-163.0310
3156.284180	83.977	-161.8880
3179.156006	83.916	-160.6992
3202.193359	83.873	-159.4886
3225.397949	83.841	-158.2627
3248.770508	83.813	-157.0104
3272.312500	83.784	-155.7082
3296.024902	83.758	-154.3495
3319.909180	83.735	-152.9631
3343.966797	83.716	-151.5972
3368.198486	83.698	-150.2953
3392.605713	83.679	-149.0719
3417.189941	83.663	-147.9074
3441.952393	83.660	-146.7952
3466.894287	83.682	-145.7681
3492.016846	83.737	-144.8668
3517.321289	83.825	-144.1172
3542.809326	83.943	-143.5207
3568.481934	84.083	-143.0385
3594.340576	84.241	-142.6037
3620.386719	84.413	-142.1448
3646.621582	84.600	-141.6036
3673.046387	84.801	-140.9567
