* Measurement data measured by REW V5.20.13
* Source: U18dB [plughw:2,0], no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at 0.0 dBFS with no timing reference
* Dated: Feb 21, 2023 1:23:55 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Woofer Far Field
* Smoothing: 1/24 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
8186.388672	92.843	170.0003
8245.710938	92.785	171.8619
8305.461914	92.805	173.6124
8365.647461	92.901	175.1878
8426.267578	93.067	176.4821
8487.328125	93.288	177.3746
8548.831055	93.542	177.7892
8610.779297	93.806	177.7366
8673.176758	94.067	177.2809
8736.026367	94.322	176.4649
8799.331055	94.566	175.2986
8863.094727	94.793	173.8052
8927.320312	95.005	171.9973
8992.010742	95.202	169.7861
9057.170898	95.358	167.0283
9122.802734	95.423	163.7545
9188.910156	95.356	160.3088
9255.497070	95.161	157.1863
9322.566406	94.881	154.7317
9390.121094	94.576	152.9990
9458.166016	94.300	151.8190
9526.704102	94.083	150.9156
9595.738281	93.930	149.9973
9665.273438	93.819	148.8483
9735.311523	93.722	147.3792
9805.857422	93.610	145.5960
9876.915039	93.460	143.5663
9948.487305	93.254	141.4291
10020.578125	92.987	139.3649
10093.191406	92.667	137.5042
10166.331055	92.308	135.8919
10240.000000	91.911	134.5634
10314.203125	91.474	133.6149
10388.944336	91.003	133.1946
10464.226562	90.508	133.4868
10540.054688	90.020	134.7169
10616.432617	89.608	137.0623
10693.363281	89.397	140.4012
10770.852539	89.505	144.0732
10848.902344	89.930	147.0119
10927.517578	90.528	148.3752
11006.703125	91.154	148.0693
11086.461914	91.759	146.5131
11166.798828	92.354	144.0144
11247.718750	92.944	140.5722
11329.223633	93.513	136.0589
11411.320312	94.022	130.3489
11494.011719	94.418	123.4805
11577.301758	94.667	115.8376
11661.195312	94.806	107.9005
11745.697266	94.900	99.7338
11830.811523	94.976	91.0101
11916.542969	95.013	81.5140
12002.894531	95.008	71.2167
12089.873047	94.975	59.8963
12177.480469	94.876	47.2152
12265.723633	94.628	33.2984
12354.606445	94.180	18.8577
12444.132812	93.568	4.5994
12534.308594	92.892	-9.2967
12625.136719	92.241	-23.0783
12716.624023	91.652	-36.9958
12808.773438	91.115	-51.0129
12901.591797	90.622	-64.7909
12995.082031	90.224	-77.9972
13089.250000	90.034	-90.8779
13184.099609	90.110	-104.4970
13279.636719	90.335	-120.1858
13375.867188	90.478	-138.7172
13472.793945	90.317	-159.8227
13570.422852	89.691	177.8657
13668.759766	88.522	156.2886
13767.809570	86.818	136.8534
13867.577148	84.670	119.4174
13968.067383	82.249	102.0398
14069.285156	79.818	81.8541
14171.237305	77.721	56.9819
14273.927734	76.295	28.1714
14377.362305	75.705	-1.4218
14481.546875	75.803	-28.0849
14586.486328	76.291	-49.4285
14692.185547	76.979	-65.1475
14798.651367	77.785	-76.6891
14905.888672	78.590	-86.2848
15013.902344	79.190	-95.6096
15122.700195	79.398	-104.5054
15232.285156	79.219	-111.2027
15342.664062	78.921	-114.7471
15453.843750	78.813	-116.4739
15565.829102	78.928	-118.2501
15678.625000	79.121	-120.6847
15792.239258	79.322	-123.5282
15906.675781	79.548	-126.7736
16021.942383	79.769	-130.9773
16138.043945	79.849	-136.4847
16254.986328	79.636	-142.4773
16372.777344	79.088	-146.9825
16491.421875	78.363	-147.5682
16610.923828	78.023	-142.5540
16731.294922	78.838	-133.4573
16852.535156	80.577	-126.1179
16974.656250	82.280	-126.5706
17097.662109	83.479	-135.6577
17221.558594	84.178	-150.0168
17346.353516	84.456	-166.7417
17472.052734	84.269	175.7644
17598.662109	83.539	159.4462
17726.189453	82.255	146.6807
17854.640625	80.504	138.9561
17984.021484	78.525	135.4624
18114.341797	76.680	133.5674
18245.605469	75.137	131.6497
18377.820312	73.670	131.2275
18510.994141	72.066	135.2295
18645.132812	70.652	143.6680
18780.242188	70.165	152.5736
18916.332031	70.677	157.5083
19053.408203	71.512	156.5835
19191.476562	72.161	150.2867
19330.546875	72.393	140.2068
19470.623047	72.106	128.5703
19611.714844	71.282	117.9811
19753.830078	69.962	110.8777
19896.974609	68.387	108.1301
